,Title,Description,Category,Datetime,Link
211,Quảng Nam giám sát người về từ Đà Nẵng,"Người dân từ Đà Nẵng được vào Quảng Nam nhưng phải khai báo y tế, ai ở vùng dịch sẽ lấy mẫu xét nghiệm Covid-19.",Thời sự,"Chủ nhật, 6/9/2020, 16:28 (GMT+7)",https://vnexpress.net/quang-nam-giam-sat-nguoi-ve-tu-da-nang-4157718.html
212,Cán bộ thanh tra tử vong khi đang thi,"Đắk NôngVào phòng thi chứng chỉ chuyên viên chính được khoảng 30 phút, ông Mai Ngọc Sáng, 42 tuổi, cán bộ thanh tra, bất tỉnh rồi tử vong trên đường đi cấp cứu.",Thời sự,"Chủ nhật, 6/9/2020, 12:55 (GMT+7)",https://vnexpress.net/can-bo-thanh-tra-tu-vong-khi-dang-thi-4157679.html
213,Hà Nội phân loại rác từ nguồn để tái chế,"Ngày 5/9, hàng trăm người dân Hà Nội xách túi đựng chai nhựa, giấy, sắt thép đến trụ sở UBND quận Đống Đa ở 59C phố Hoàng Cầu để đổi quà tặng.",Thời sự,"Thứ bảy, 5/9/2020, 20:58 (GMT+7)",https://vnexpress.net/ha-noi-phan-loai-rac-tu-nguon-de-tai-che-4157466.html
214,Cháy kho phụ tùng cơ giới,"Ngọn lửa bùng lên dữ dội kèm tiếng nổ trong kho phụ tùng cơ giới ở quận Thủ Đức đã thiêu rụi một ôtô, nhiều xe máy, chiều 5/9.",Thời sự,"Thứ bảy, 5/9/2020, 19:05 (GMT+7)",https://vnexpress.net/chay-kho-phu-tung-co-gioi-4157462.html
215,Khai trừ Đảng 5 người liên quan đến vụ án Vũ 'Nhôm',"Đà NẵngNăm đảng viên bị khai trừ do liên quan vụ án Vũ ""Nhôm"", bị phạt tù tội Vi phạm quy định về quản lý, sử dụng tài sản nhà nước gây thất thoát.",Chính trị,"Thứ bảy, 5/9/2020, 18:40 (GMT+7)",https://vnexpress.net/khai-tru-dang-5-nguoi-lien-quan-den-vu-an-vu-nhom-4157460.html
216,Hai cách giải quyết hũ cốt bị lẫn lộn ở chùa Kỳ Quang 2,"TP HCMThân nhân ghi đặc điểm nhận dạng hũ cốt để chùa tìm kiếm, giám định ADN; hũ không nhận diện được sẽ trộn lại đúc thành tượng Phật, thờ chung.",Thời sự,"Thứ bảy, 5/9/2020, 18:31 (GMT+7)",https://vnexpress.net/hai-cach-giai-quyet-hu-cot-bi-lan-lon-o-chua-ky-quang-2-4157431.html
217,Thủ tướng: Phấn đấu xây dựng Quân đội hiện đại vào năm 2030,"Thủ tướng Nguyễn Xuân Phúc chỉ đạo bảo đảm trang bị vũ khí, tạo tiền đề vững chắc để phấn đấu đến năm 2030 xây dựng quân đội hiện đại.",Chính trị,"Thứ bảy, 5/9/2020, 17:20 (GMT+7)",https://vnexpress.net/thu-tuong-phan-dau-xay-dung-quan-doi-hien-dai-vao-nam-2030-4157399.html
218,Quảng Nam mở lại hoạt động giải trí,"6h ngày 6/9, các khu vui chơi giải trí, quán bar, Internet công cộng, karaoke, massage, vũ trường... ở Quảng Nam được hoạt động trở lại, sau hơn một tháng dừng.",Thời sự,"Thứ bảy, 5/9/2020, 16:55 (GMT+7)",https://vnexpress.net/quang-nam-mo-lai-hoat-dong-giai-tri-4157411.html
219,Ngày khai giảng của cặp song sinh,"Hà NộiNgày 5/9, chị em song sinh Tố Nga và Kim Ngân, 7 tuổi, ở quận Hoàn Kiếm, được bố mẹ đo nhiệt độ, đeo khẩu trang, dắt bộ đến trường.",Giáo dục,"Thứ bảy, 5/9/2020, 16:28 (GMT+7)",https://vnexpress.net/ngay-khai-giang-cua-cap-song-sinh-4157400.html
220,Hòa thượng Thích Thiện Chiếu bị ngưng chức trụ trì chùa Kỳ Quang 2,"Cho rằng việc hàng trăm hũ tro cốt lẫn lộn trong chùa là ""nghiêm trọng"", Giáo hội Phật giáo Việt Nam TP HCM ngưng chức trụ trì với Hòa thượng Thích Thiện Chiếu.",Thời sự,"Thứ bảy, 5/9/2020, 13:31 (GMT+7)",https://vnexpress.net/hoa-thuong-thich-thien-chieu-bi-ngung-chuc-tru-tri-chua-ky-quang-2-4157370.html
221,Vi phạm xây dựng ở TP HCM giảm 77%,"8 tháng đầu năm có 504 công trình vi phạm trật tự xây dựng, bình quân mỗi ngày có 1,9 vụ, giảm hơn 77% so với cùng kỳ năm ngoái (8,5 vụ mỗi ngày).",Thời sự,"Thứ bảy, 5/9/2020, 12:38 (GMT+7)",https://vnexpress.net/vi-pham-xay-dung-o-tp-hcm-giam-77-4157322.html
222,Muôn kiểu khai giảng mùa dịch,"Do ảnh hưởng của Covid-19, lần đầu tiên trong lịch sử nhà trường phải tổ chức khai giảng trực tiếp kết hợp với trực tuyến, học sinh đeo khẩu trang, ngồi giãn cách...",Giáo dục,"Thứ bảy, 5/9/2020, 10:25 (GMT+7)",https://vnexpress.net/muon-kieu-khai-giang-mua-dich-4157271.html
223,Giáo hội Phật giáo đề nghị đánh giá việc gửi tro cốt trong chùa,"Giáo hội Phật giáo Việt Nam đề nghị các địa phương khảo sát, thống kê, đánh giá về việc gửi và thờ phụng tro cốt tại cơ sở tự viện Phật giáo.",Thời sự,"Thứ bảy, 5/9/2020, 00:00 (GMT+7)",https://vnexpress.net/giao-hoi-phat-giao-de-nghi-danh-gia-viec-gui-tro-cot-trong-chua-4157146.html
224,Đại diện 3 cơ quan nói về trách nhiệm quản lý pate Minh Chay,Hà NộiĐại diện Bộ Nông nghiệp và Phát triển nông thôn cho rằng việc quản lý sản phẩm pate Minh Chay được phân cấp cho địa phương.,Thời sự,"Thứ bảy, 5/9/2020, 00:00 (GMT+7)",https://vnexpress.net/dai-dien-3-co-quan-noi-ve-trach-nhiem-quan-ly-pate-minh-chay-4157108.html
225,Đề xuất diện tích nhà ở tối thiểu đối với người đăng ký thường trú,"Dự thảo Luật Cư trú (sửa đổi) quy định, người có chỗ ở hợp pháp do thuê, mượn, đảm bảo tối thiểu 8m2 sàn mỗi người mới được đăng ký thường trú.",Thời sự,"Thứ bảy, 5/9/2020, 00:00 (GMT+7)",https://vnexpress.net/de-xuat-dien-tich-nha-o-toi-thieu-doi-voi-nguoi-dang-ky-thuong-tru-4157070.html
226,Làm rõ trách nhiệm vụ pate Minh Chay gây ngộ độc,"Bộ Y tế đã chuyển hồ sơ sang Bộ Công an đề nghị làm rõ trách nhiệm của tổ chức, cá nhân trong vụ pate Minh Chay gây ngộ độc thực phẩm.",Thời sự,"Thứ sáu, 4/9/2020, 21:57 (GMT+7)",https://vnexpress.net/lam-ro-trach-nhiem-vu-pate-minh-chay-gay-ngo-doc-4157093.html
227,Mở từng bước đường bay thương mại quốc tế,"Chính phủ chủ trương mở đường bay thương mại đến những nước đã kiểm soát tốt Covid-19, trên nguyên tắc ""rất thận trọng, mở dần từng bước"".",Thời sự,"Thứ sáu, 4/9/2020, 21:39 (GMT+7)",https://vnexpress.net/mo-tung-buoc-duong-bay-thuong-mai-quoc-te-4157120.html
228,Đốn hạ cổ thụ trước Dinh Độc Lập,"TP HCMCây lim xẹt đường kính 80 cm, cao hơn chục mét, trồng trước Dinh Độc Lập bị đốn hạ vì ""đã mục ruỗng, không an toàn"", ngày 4/9.",Thời sự,"Thứ sáu, 4/9/2020, 20:05 (GMT+7)",https://vnexpress.net/don-ha-co-thu-truoc-dinh-doc-lap-4157091.html
229,Cổ thụ bật gốc trong công viên Tao Đàn,"TP HCMCây sọ khỉ cao 15 m, đường kính hơn hai người ôm, nằm trong công viên Tao Đàn, quận 1 đã bật gốc, sáng 4/9.",Thời sự,"Thứ sáu, 4/9/2020, 19:31 (GMT+7)",https://vnexpress.net/co-thu-bat-goc-trong-cong-vien-tao-dan-4157088.html
230,Du khách quốc tế ra đảo Phú Quý được miễn giấy thông hành,"Bình ThuậnKể từ tháng 9, du khách nước ngoài ra đảo Phú Quý không cần ""giấy phép thông hành"" của Công an tỉnh.",Thời sự,"Thứ sáu, 4/9/2020, 18:59 (GMT+7)",https://vnexpress.net/du-khach-quoc-te-ra-dao-phu-quy-duoc-mien-giay-thong-hanh-4157040.html
231,Công ty IPC cho ông Phạm Phú Quốc thôi việc,"TP HCMHội đồng thành viên Công ty Tân Thuận IPC thống nhất cho ông Phạm Phú Quốc thôi việc và báo cáo thường trực Thành ủy, UBND thành phố.",Thời sự,"Thứ sáu, 4/9/2020, 18:52 (GMT+7)",https://vnexpress.net/cong-ty-ipc-cho-ong-pham-phu-quoc-thoi-viec-4157038.html
232,Ôtô của tân chủ tịch huyện bị đập phá,"Thanh HóaChiếc Toyota 5 chỗ của ông Nguyễn Thành Lương, Chủ tịch UBND huyện Thường Xuân, để trong nhà xe trụ sở Huyện uỷ đã bị đập phá hư hỏng nặng.",Pháp luật,"Thứ sáu, 4/9/2020, 18:35 (GMT+7)",https://vnexpress.net/oto-cua-tan-chu-tich-huyen-bi-dap-pha-4157058.html
233,Hàng trăm tấm chống lóa trên quốc lộ bị tháo dỡ,"Quảng NinhHơn 300 tấm lưới chống lóa trên dải phân cách quốc lộ 18A, đi qua TP Cẩm Phả bị người dân tháo dỡ để làm lối sang đường.",Giao thông,"Thứ sáu, 4/9/2020, 18:27 (GMT+7)",https://vnexpress.net/hang-tram-tam-chong-loa-tren-quoc-lo-bi-thao-do-4157059.html
234,Quốc hội Việt Nam đăng cai Đại hội đồng Liên Nghị viện ASEAN,Đại hội đồng Liên Nghị viện Hiệp hội các quốc gia Đông Nam Á lần thứ 41 (AIPA 41) do Quốc hội Việt Nam tổ chức từ ngày 8 đến 10/9.,Chính trị,"Thứ sáu, 4/9/2020, 18:18 (GMT+7)",https://vnexpress.net/quoc-hoi-viet-nam-dang-cai-dai-hoi-dong-lien-nghi-vien-asean-4157029.html
235,"Khánh Hòa cho phép quán bar, massage hoạt động lại","Từ 0h ngày 5/9, các dịch vụ massage, quán bar, vũ trường, karaoke ở Khánh Hòa được trở lại bình thường, sau gần tháng dừng hoạt động để phòng Covid-19.",Thời sự,"Thứ sáu, 4/9/2020, 18:04 (GMT+7)",https://vnexpress.net/khanh-hoa-cho-phep-quan-bar-massage-hoat-dong-lai-4157052.html
236,Đà Nẵng nới lỏng cách ly xã hội,Dịch Covid-19 được kiểm soát nên thành phố Đà Nẵng sẽ nới lỏng cách ly xã hội từ 0h ngày 5/9.,Thời sự,"Thứ sáu, 4/9/2020, 17:55 (GMT+7)",https://vnexpress.net/da-nang-noi-long-cach-ly-xa-hoi-4157008.html
237,"Hai ôtô tải đấu đầu, một người chết","Gia LaiÔtô chở thư báo chạy trên quốc lộ 14 tông trực diện xe tải chạy ngược lại, khiến một người chết, ba người bị thương.",Giao thông,"Thứ sáu, 4/9/2020, 16:53 (GMT+7)",https://vnexpress.net/hai-oto-tai-dau-dau-mot-nguoi-chet-4156991.html
238,Đề xuất tích hợp 7 loại giấy phép về môi trường,"Nhiều đại biểu Quốc hội đồng tình tích hợp bảy loại thủ tục hành chính về môi trường trong một giấy phép, đảm bảo một cơ quan chịu trách nhiệm khi có sự cố.",Chính trị,"Thứ sáu, 4/9/2020, 15:47 (GMT+7)",https://vnexpress.net/de-xuat-tich-hop-7-loai-giay-phep-ve-moi-truong-4156843.html
239,Người dân tiết kiệm nửa ngày làm việc khi đăng ký xe trực tuyến,"Thay vì mất gần một ngày để đăng ký xe như trước đây, anh Phong ở Nam Từ Liêm (Hà Nội) kê khai nộp thuế và đăng ký xe trên mạng trong buổi sáng.",Thời sự,"Thứ sáu, 4/9/2020, 15:04 (GMT+7)",https://vnexpress.net/nguoi-dan-tiet-kiem-nua-ngay-lam-viec-khi-dang-ky-xe-truc-tuyen-4156314.html
240,Nổ bình khí trong nhà máy khiến một người chết,Hà NộiVụ nổ lớn xảy ra bên trong Nhà máy chế tạo kết cấu thép và sửa chữa máy xây dựng tại khu công nghiệp Phú Thị (Gia Lâm) khiến một người chết.,Thời sự,"Thứ sáu, 4/9/2020, 14:05 (GMT+7)",https://vnexpress.net/no-binh-khi-trong-nha-may-khien-mot-nguoi-chet-4156833.html
241,Phan Ngọc - người làm rạng danh văn hóa Việt,"Trong mắt đồng nghiệp và học trò, PGS Phan Ngọc đã làm rạng danh văn hóa Việt với những đóng góp to lớn trong ngôn ngữ học, văn hóa, dịch thuật.",Thời sự,"Thứ sáu, 4/9/2020, 12:03 (GMT+7)",https://vnexpress.net/phan-ngoc-nguoi-lam-rang-danh-van-hoa-viet-4155903.html
242,Cách ly hơn 1.000 người vì ca nhiễm bạch hầu,"Đắk LắkSau khi phát hiện bé trai 3 tuổi dương tính bạch hầu, ngành chức năng lập 6 chốt cách ly một số khu vực thôn 7, TP Buôn Ma Thuột.",Thời sự,"Thứ sáu, 4/9/2020, 11:37 (GMT+7)",https://vnexpress.net/cach-ly-hon-1-000-nguoi-vi-ca-nhiem-bach-hau-4156700.html
243,600 tỷ đồng xây dựng làng văn hóa Sa Đéc,Đồng ThápVương quốc hoa kiểng Sa Đéc rộng 510 ha với 2.300 hộ ở phường Tân Quy Đông sẽ được đầu tư 600 tỷ đồng xây dựng làng văn hóa du lịch.,Thời sự,"Thứ sáu, 4/9/2020, 00:00 (GMT+7)",https://vnexpress.net/600-ty-dong-xay-dung-lang-van-hoa-sa-dec-4156324.html
244,Tàu Metro Số 1 tháng 10 về Sài Gòn,"6 chuyên gia Nhật ngày 18/9 sẽ qua TP HCM, cách ly 14 ngày phòng Covid-19 để tiếp nhận tàu Metro Số 1 (Bến Thành - Suối Tiên) dự kiến đưa về tháng 10.",Giao thông,"Thứ sáu, 4/9/2020, 00:00 (GMT+7)",https://vnexpress.net/tau-metro-so-1-thang-10-ve-sai-gon-4156556.html
245,Đề án thẻ căn cước công dân gắn chip được phê duyệt,"Chủ trương đầu tư dự án sản xuất, cấp và quản lý căn cước công dân của Bộ Công an được Thủ tướng phê duyệt bằng quyết định 1368.",Thời sự,"Thứ năm, 3/9/2020, 23:34 (GMT+7)",https://vnexpress.net/de-an-the-can-cuoc-cong-dan-gan-chip-duoc-phe-duyet-4156574.html
246,Hàng trăm hũ tro cốt lẫn lộn trong chùa Kỳ Quang 2,"TP HCMHàng trăm hũ tro cốt tại chùa Kỳ Quang 2, quận Gò Vấp bị di dời, gom vào một góc lẫn lộn, rơi di ảnh khiến người thân bức xúc.",Thời sự,"Thứ năm, 3/9/2020, 22:48 (GMT+7)",https://vnexpress.net/hang-tram-hu-tro-cot-lan-lon-trong-chua-ky-quang-2-4156562.html
247,'Không hợp thức hóa quy trình nhân sự để thực hiện ý đồ cá nhân',"Trưởng Ban Tổ chức Trung ương Phạm Minh Chính yêu cầu các cấp, ngành nắm chắc tình hình; kịp thời phát hiện những hạn chế, khó khăn liên quan đến nhân sự.",Chính trị,"Thứ năm, 3/9/2020, 21:49 (GMT+7)",https://vnexpress.net/khong-hop-thuc-hoa-quy-trinh-nhan-su-de-thuc-hien-y-do-ca-nhan-4156549.html
248,Chủ sản phẩm pate Minh Chay lên tiếng sau vụ ngộ độc,"Hà NộiÔng Nguyễn Ngọc Minh, người đồng sáng lập thương hiệu Minh Chay cho hay quá trình sản xuất không dùng hóa chất và sẵn sàng chịu trách nhiệm về sự cố.",Thời sự,"Thứ năm, 3/9/2020, 20:35 (GMT+7)",https://vnexpress.net/chu-san-pham-pate-minh-chay-len-tieng-sau-vu-ngo-doc-4156453.html
249,Dự thảo văn kiện TP HCM cần 'báo cáo sâu sắc hơn' về xây dựng Đảng,"Tổng Bí thư, Chủ tịch nước nói trong việc chuẩn bị đại hội Đảng bộ TP HCM, ""cần báo cáo sâu sắc hơn nữa về công tác xây dựng Đảng, chứ không chỉ nặng về kinh tế"".",Chính trị,"Thứ năm, 3/9/2020, 20:14 (GMT+7)",https://vnexpress.net/du-thao-van-kien-tp-hcm-can-bao-cao-sau-sac-hon-ve-xay-dung-dang-4156229.html
250,Chi phí chống Covid-19 của Việt Nam chưa đến 400 triệu USD,"Hà NộiTheo Ban chỉ đạo quốc gia phòng chống Covid-19, chi phí chống dịch của Việt Nam chưa đến 400 triệu USD, là một trong những nước tiết kiệm nhất nhưng hiệu quả.",Thời sự,"Thứ năm, 3/9/2020, 19:21 (GMT+7)",https://vnexpress.net/chi-phi-chong-covid-19-cua-viet-nam-chua-den-400-trieu-usd-4156526.html
251,Hai phương án quản lý sát hạch giấy phép lái xe,"Chính phủ sẽ trình Quốc hội hai phương án về đào tạo, sát hạch và cấp giấy phép lái xe, trong đó có phương án Bộ Công an quản lý lĩnh vực này.",Giao thông,"Thứ năm, 3/9/2020, 19:06 (GMT+7)",https://vnexpress.net/hai-phuong-an-quan-ly-sat-hach-giay-phep-lai-xe-4156368.html
252,Bà Rịa - Vũng Tàu cách ly 153 người,"153 người bị cách ly do liên quan đến cô gái 25 tuổi, ở xã Hòa Hội, huyện Xuyên Mộc vừa sang Nhật Bản làm việc dương tính nCoV.",Thời sự,"Thứ năm, 3/9/2020, 17:35 (GMT+7)",https://vnexpress.net/ba-ria-vung-tau-cach-ly-153-nguoi-4156449.html
253,Ông Nguyễn Đức Chung bị đình chỉ nhiệm vụ đại biểu HĐND,"Chủ tịch HĐND TP Hà Nội ký quyết định tạm đình chỉ việc thực hiện nhiệm vụ, quyền hạn đại biểu HĐND thành phố đối với ông Nguyễn Đức Chung, chiều 3/9.",Chính trị,"Thứ năm, 3/9/2020, 17:30 (GMT+7)",https://vnexpress.net/ong-nguyen-duc-chung-bi-dinh-chi-nhiem-vu-dai-bieu-hdnd-4156475.html
254,Bắn hạ trâu tấn công 4 người,"Đắk NôngSau khi húc 4 người ở TP Gia Nghĩa, con trâu cái khoảng 200 kg đã bị nhà chức trách dùng súng bắn hạ, trưa 3/9.",Thời sự,"Thứ năm, 3/9/2020, 16:27 (GMT+7)",https://vnexpress.net/ban-ha-trau-tan-cong-4-nguoi-4156381.html
255,Hơn 1.500 ôtô bị phạt 'nguội' ở Sài Gòn,"Gần sáu tháng lắp camera giám sát ở 14 tuyến đường trung tâm, TP HCM ghi nhận 1.559 ôtô vi phạm, trong đó 265 trường hợp đã nộp phạt, chiếm gần 17%.",Giao thông,"Thứ năm, 3/9/2020, 15:02 (GMT+7)",https://vnexpress.net/hon-1-500-oto-bi-phat-nguoi-o-sai-gon-4155909.html
256,"Đề xuất hỗ trợ nhân viên quán bar, karaoke, gym","TP HCMNhân viên quán bar, karaoke, vũ trường, gym, massage, rạp chiếu phim, nhà hàng... ảnh hưởng Covid-19 được đề xuất hỗ trợ mỗi người một triệu đồng.",Thời sự,"Thứ năm, 3/9/2020, 13:02 (GMT+7)",https://vnexpress.net/de-xuat-ho-tro-nhan-vien-quan-bar-karaoke-gym-4156184.html
257,Cà Mau có tân Chủ tịch tỉnh,"Ông Lê Quân, 46 tuổi, nguyên Thứ trưởng Bộ Lao động - Thương binh và Xã hội, Phó bí thư Tỉnh ủy Cà Mau, được bầu làm Chủ tịch UBND tỉnh.",Chính trị,"Thứ năm, 3/9/2020, 11:44 (GMT+7)",https://vnexpress.net/ca-mau-co-tan-chu-tich-tinh-4156219.html
258,Đề xuất mở 6 đường bay thương mại quốc tế,"Ngoài đường bay đến Nhật Bản, Hàn Quốc, Bộ Giao thông Vận tải dự kiến mở 4 đường bay đến Đài Loan, Trung Quốc, Campuchia, Lào.",Giao thông,"Thứ năm, 3/9/2020, 09:51 (GMT+7)",https://vnexpress.net/de-xuat-mo-6-duong-bay-thuong-mai-quoc-te-4156134.html
259,Đảo Trần ở Quảng Ninh có điện lưới quốc gia,"Đảo Trần, điểm xa đất liền nhất tỉnh Quảng Ninh với 12 hộ dân sinh sống được đóng lưới điện quốc gia ngày 2/9.",Thời sự,"Thứ năm, 3/9/2020, 00:23 (GMT+7)",https://vnexpress.net/dao-tran-o-quang-ninh-co-dien-luoi-quoc-gia-4155995.html
