,Title,Description,Category,Datetime,Link
320,Miền Bắc tuần tới nắng 35 độ C,"Cả tuần tới, miền Bắc ngày nắng 35 độ C, mưa chỉ còn cục bộ ở miền núi; miền Trung xuất hiện nắng nóng 36-37 độ.",Thời sự,"Chủ nhật, 30/8/2020, 22:37 (GMT+7)",https://vnexpress.net/mien-bac-tuan-toi-nang-35-do-c-4154561.html
321,Thông tin sức khỏe lãnh đạo cấp cao là 'tối mật',"Hồ sơ bệnh án, thông tin, kết quả khám bệnh, chữa bệnh, kiểm tra sức khỏe của Ủy viên Bộ Chính trị, Ban Bí thư thuộc danh mục bí mật nhà nước mức độ tối mật.",Thời sự,"Chủ nhật, 30/8/2020, 17:19 (GMT+7)",https://vnexpress.net/thong-tin-suc-khoe-lanh-dao-cap-cao-la-toi-mat-4154493.html
322,Đình chỉ công tác Trạm trưởng Y tế xã vì lơ là chống dịch,"Thanh HóaÔng Vũ Văn Hưng, Trạm trưởng Y tế xã Quảng Lộc bị đình chỉ công tác do không hướng dẫn cách ly, giám sát người tiếp xúc gần với bệnh nhân Covid-19.",Thời sự,"Chủ nhật, 30/8/2020, 16:19 (GMT+7)",https://vnexpress.net/dinh-chi-cong-tac-tram-truong-y-te-xa-vi-lo-la-chong-dich-4154487.html
323,Lao động mất việc đang ở 'kịch bản xấu nhất',"Covid-19 khiến làn sóng mất việc ở Sài Gòn từ đây đến cuối năm gia tăng với dự báo 180.000 lao động bị sa thải, nằm trong ""kịch bản xấu nhất"" của thành phố.",Thời sự,"Chủ nhật, 30/8/2020, 15:50 (GMT+7)",https://vnexpress.net/lao-dong-mat-viec-dang-o-kich-ban-xau-nhat-4147937.html
324,Chứng tích chiến tranh bị lãng quên,"Hà TĩnhTrường cấp hai Hương Phúc là nơi 33 học sinh tử nạn bởi bom Mỹ, được xếp hạng di tích lịch sử quốc gia, nhưng rất ít người biết đến.",Thời sự,"Chủ nhật, 30/8/2020, 15:00 (GMT+7)",https://vnexpress.net/chung-tich-chien-tranh-bi-lang-quen-4152694.html
325,Khánh Hòa xây bệnh viện hơn 355 tỷ đồng,"Để chăm sóc sức khỏe người dân tốt hơn, tỉnh Khánh Hòa xây Bệnh viện đa khoa TP Nha Trang quy mô 200 giường, vốn đầu tư hơn 355 tỷ đồng.",Thời sự,"Chủ nhật, 30/8/2020, 11:09 (GMT+7)",https://vnexpress.net/khanh-hoa-xay-benh-vien-hon-355-ty-dong-4154406.html
326,Hơn 100 'lô cốt' bủa vây đường Sài Gòn,"123 vị trí rào chắn các dự án ở 60 tuyến đường tại TP HCM, trong đó có 37 ""lô cốt"" mọc lên gần đây khiến cuộc sống người dân xung quanh bị đảo lộn.",Giao thông,"Chủ nhật, 30/8/2020, 10:36 (GMT+7)",https://vnexpress.net/hon-100-lo-cot-bua-vay-duong-sai-gon-4147596.html
327,Nghề trồng cây dó trầm,"Hà TĩnhNgười dân huyện Hương Khê trồng cây dó trầm để làm hương, dầu, chế tác đồ mỹ nghệ, cây rẻ nhất bán một triệu, đắt 70 triệu đồng.",Thời sự,"Chủ nhật, 30/8/2020, 10:07 (GMT+7)",https://vnexpress.net/nghe-trong-cay-do-tram-4154358.html
328,Tháng 11 cải tạo xong đường băng Tân Sơn Nhất,"TP HCMDự án cải tạo đường băng 25R/07L Tân Sơn Nhất đã đạt hơn 41% khối lượng, dự kiến hoàn thành tháng 11, khai thác đầu năm 2021.",Giao thông,"Chủ nhật, 30/8/2020, 00:00 (GMT+7)",https://vnexpress.net/thang-11-cai-tao-xong-duong-bang-tan-son-nhat-4154301.html
329,Sớ cầu siêu dài 12 m ở Kon Tum,"Bản ghi chép tên những dòng họ ở Kon Tum bằng chữ Hán Nôm gần 70 năm trước, trên tờ giấy dài 12 m, rộng 45 cm.",Thời sự,"Chủ nhật, 30/8/2020, 00:00 (GMT+7)",https://vnexpress.net/so-cau-sieu-dai-12-m-o-kon-tum-4134010.html
330,Ôtô 5 chỗ tông chết trâu,"Hà TĩnhÔtô 5 chỗ đầu biến dạng, bung 2 túi khí do tông trúng con trâu nặng khoảng 400 kg băng qua đường ở huyện Nghi Xuân, lúc 19h ngày 29/8.",Giao thông,"Thứ bảy, 29/8/2020, 22:46 (GMT+7)",https://vnexpress.net/oto-5-cho-tong-chet-trau-4154299.html
331,94 người phải cách ly vì dự lễ tang bệnh nhân Covid-19,"Đà Nẵng""Bệnh nhân 1040"" được đưa từ bệnh viện về nhà mai táng mới có kết quả dương tính với nCoV, nên những người dự tang lễ phải cách ly, lấy mẫu xét nghiệm.",Thời sự,"Thứ bảy, 29/8/2020, 20:48 (GMT+7)",https://vnexpress.net/94-nguoi-phai-cach-ly-vi-du-le-tang-benh-nhan-covid-19-4154277.html
332,Thứ trưởng Bộ Lao động làm Phó bí thư Cà Mau,"Ông Lê Quân, Thứ trưởng Bộ Lao động - Thương binh và Xã hội được chỉ định giữ chức Phó bí thư Tỉnh ủy Cà Mau nhiệm kỳ 2015-2020.",Chính trị,"Thứ bảy, 29/8/2020, 20:37 (GMT+7)",https://vnexpress.net/thu-truong-bo-lao-dong-lam-pho-bi-thu-ca-mau-4154271.html
333,Ôtô BMW kéo lê xe máy,"TP HCMSau va chạm ở quận 1, nữ tài xế lái ôtô BMW tiếp tục chạy hơn 10 km, kéo lê một xe máy của người truy đuổi dưới gầm gây tóe lửa.",Giao thông,"Thứ bảy, 29/8/2020, 19:29 (GMT+7)",https://vnexpress.net/oto-bmw-keo-le-xe-may-4154262.html
334,Xe công an phường lao vào quán nhậu do 'bảo vệ dân phố lái',"TP HCMÔng Trần Văn Hóa, 68 tuổi, bảo vệ dân phố đã ""tự ý di dời xe"" Công an phường Phạm Ngũ Lão trước trụ sở rồi gây tai nạn trên phố Tây Bùi Viện.",Giao thông,"Thứ bảy, 29/8/2020, 16:22 (GMT+7)",https://vnexpress.net/xe-cong-an-phuong-lao-vao-quan-nhau-do-bao-ve-dan-pho-lai-4154196.html
335,6 quận huyện bị cắt nước đêm cuối tuần,"TP HCMHàng trăm nghìn hộ dân ở Nam Sài Gòn sẽ bị cúp nước trong đêm 29 sáng 30/8 vì nhà máy nước BOO Thủ Đức bảo trì máy móc, thiết bị.",Thời sự,"Thứ bảy, 29/8/2020, 14:33 (GMT+7)",https://vnexpress.net/6-quan-huyen-bi-cat-nuoc-dem-cuoi-tuan-4154181.html
336,Bé trai chết đuối trong công trình,"Đồng NaiTrong lúc chơi tại dự án khu dân cư ở gần nhà, Nguyễn Vũ, 7 tuổi, không may rơi xuống cống nước sâu 4 m, tử vong.",Thời sự,"Thứ bảy, 29/8/2020, 11:16 (GMT+7)",https://vnexpress.net/be-trai-chet-duoi-trong-cong-trinh-4154100.html
337,Săn nấm linh chi trong rừng sâu,"Bình ThuậnAnh Nguyễn Văn Cường, 36 tuổi, ở xã Mỹ Thạnh, huyện Hàm Thuận Nam vào rừng sâu hái nấm linh chi, mỗi chuyến được 3-4 kg.",Thời sự,"Thứ bảy, 29/8/2020, 10:40 (GMT+7)",https://vnexpress.net/san-nam-linh-chi-trong-rung-sau-4151612.html
338,Xin gia hạn vay 1.900 tỷ đồng cho Metro Số 1,"TP HCM đề nghị gia hạn khoản vay hơn 8,6 tỷ yen Nhật (gần 1.900 tỷ đồng) vốn ODA cấp phát cho Metro Số 1 trước việc hiệp định vay sắp đóng.",Giao thông,"Thứ bảy, 29/8/2020, 10:16 (GMT+7)",https://vnexpress.net/xin-gia-han-vay-1-900-ty-dong-cho-metro-so-1-4153726.html
339,Á khoa khối B ước mơ làm bác sĩ,"Hà TĩnhĐạt 29,75 điểm, Hoàng Sơn là á khoa khối B cả nước, thủ khoa của tỉnh. Em đang phân vân giữa trường Y Hà Nội và Y dược TP HCM.",Đại học,"Thứ bảy, 29/8/2020, 04:00 (GMT+7)",https://vnexpress.net/a-khoa-khoi-b-uoc-mo-lam-bac-si-4153393.html
340,Xe công an phường lao vào quán nhậu ở phố Bùi Viện,"TP HCMXe Công an phường Phạm Ngũ Lão, quận 1 đã tông xe máy và công nhân quét rác rồi lao vào quán nhậu ở phố Tây Bùi Viện, tối 28/8.",Thời sự,"Thứ bảy, 29/8/2020, 01:12 (GMT+7)",https://vnexpress.net/xe-cong-an-phuong-lao-vao-quan-nhau-o-pho-bui-vien-4153981.html
341,Thủ tướng chủ trì lễ kỷ niệm 75 năm Quốc khánh,"Tối 28/8, tại trụ sở Chính phủ, Thủ tướng Nguyễn Xuân Phúc và phu nhân chủ trì lễ kỷ niệm 75 năm Quốc khánh nước Cộng hòa Xã hội Chủ nghĩa Việt Nam (2/9).",Chính trị,"Thứ bảy, 29/8/2020, 00:16 (GMT+7)",https://vnexpress.net/thu-tuong-chu-tri-le-ky-niem-75-nam-quoc-khanh-4153958.html
342,11 hạng lái xe mới theo đề xuất của Bộ Công an,"Thay vì 13 hạng lái xe như hiện nay, Bộ Công an đề xuất rút gọn còn 11 hạng và bổ sung mã số định danh cá nhân, chữ ký người được cấp vào bằng lái.",Thời sự,"Thứ bảy, 29/8/2020, 00:00 (GMT+7)",https://vnexpress.net/11-hang-lai-xe-moi-theo-de-xuat-cua-bo-cong-an-4153727.html
343,Người kéo cờ trong lễ độc lập qua đời,"Giáo sư Lê Thi, người kéo cờ Tổ quốc trong lễ Tuyên ngôn độc lập tại quảng trường Ba Đình tháng 9/1945 qua đời ngày 28/8, hưởng thọ 94 tuổi.",Thời sự,"Thứ sáu, 28/8/2020, 21:52 (GMT+7)",https://vnexpress.net/nguoi-keo-co-trong-le-doc-lap-qua-doi-4153930.html
344,Cháy nhà ở trung tâm Sài Gòn,"Khói lửa bùng lên tại căn nhà trong hẻm nhỏ trên đường Nguyễn Công Trứ, phường Nguyễn Thái Bình, quận 1 khiến nhiều người nháo nhào, chiều 28/8.",Thời sự,"Thứ sáu, 28/8/2020, 18:27 (GMT+7)",https://vnexpress.net/chay-nha-o-trung-tam-sai-gon-4153900.html
345,"Sập giàn giáo, hai người chết","Long AnMái che cửa sổ bằng bêtông căn nhà đang xây bất ngờ sụp xuống kéo đổ giàn giáo, làm hai công nhân chết tại chỗ, 6 người bị thương.",Thời sự,"Thứ sáu, 28/8/2020, 17:55 (GMT+7)",https://vnexpress.net/sap-gian-giao-hai-nguoi-chet-4153840.html
346,Đại tá Lê Hồng Nam làm Bí thư Đảng uỷ Công an TP HCM,"Đạt 100% số phiếu, đại tá Lê Hồng Nam, Giám đốc Công an TP HCM, được bầu giữ chức Bí thư Đảng uỷ Công an thành phố nhiệm kỳ 2020-2025, ngày 28/8.",Thời sự,"Thứ sáu, 28/8/2020, 16:53 (GMT+7)",https://vnexpress.net/dai-ta-le-hong-nam-lam-bi-thu-dang-uy-cong-an-tp-hcm-4153804.html
347,Biên phòng đẩy đuổi tàu cá Trung Quốc,Quảng TrịLực lượng biên phòng đẩy đuổi bốn ngư dân Trung Quốc trên chiếc tàu sắt đánh bắt hải sản ở vùng biển cách đảo Cồn Cỏ 11 hải lý.,Thời sự,"Thứ sáu, 28/8/2020, 16:31 (GMT+7)",https://vnexpress.net/bien-phong-day-duoi-tau-ca-trung-quoc-4153811.html
348,Nhà hàng tiệc cưới bị thiêu rụi,"TP HCMSau tiếng nổ, lửa bùng lên dữ dội tại nhà hàng tiệc cưới rộng khoảng 600 m2 ở quận 12 khiến hàng chục người tháo chạy, trưa 28/8.",Thời sự,"Thứ sáu, 28/8/2020, 15:43 (GMT+7)",https://vnexpress.net/nha-hang-tiec-cuoi-bi-thieu-rui-4153758.html
349,Du ngoạn trên hồ Hòa Bình,"Cách Hà Nội 1,5 giờ di chuyển, hồ Hòa Bình thoáng mát, thích hợp cho một chuyến dã ngoại ngắn ngày.","


","Thứ sáu, 28/8/2020, 15:03 (GMT+7)",https://vnexpress.net/du-ngoan-tren-ho-hoa-binh-4151893.html
350,Mùa gặt lúa ở vùng cao,Lào CaiNhững ngày này người dân ở huyện biên giới Bát Xát (Lào Cai) bước vào vụ thu hoạch lúa duy nhất trong năm.,Thời sự,"Thứ sáu, 28/8/2020, 14:34 (GMT+7)",https://vnexpress.net/mua-gat-lua-o-vung-cao-4153542.html
351,Hai hiệp sĩ bắt trộm ở Sài Gòn được công nhận liệt sĩ,"Anh Nguyễn Hoàng Nam, 29 tuổi và Nguyễn Văn Thôi, 42 tuổi được Thủ tướng truy tặng liệt sĩ vì đã hy sinh khi truy bắt trộm 2 năm trước.",Thời sự,"Thứ sáu, 28/8/2020, 13:08 (GMT+7)",https://vnexpress.net/hai-hiep-si-bat-trom-o-sai-gon-duoc-cong-nhan-liet-si-4153646.html
352,Chủ tịch Hậu Giang làm Bí thư Tỉnh ủy,"Ông Lê Tiến Châu, 51 tuổi, tiến sĩ Luật, vừa được Bộ Chính trị chuẩn y giữ chức Bí thư Tỉnh ủy Hậu Giang nhiệm kỳ 2015-2020.",Chính trị,"Thứ sáu, 28/8/2020, 12:29 (GMT+7)",https://vnexpress.net/chu-tich-hau-giang-lam-bi-thu-tinh-uy-4153508.html
353,Cảnh sát khoan tường cứu người mắc kẹt,"Nghệ AnCảnh sát khoan bức tường dày 22 cm ngôi nhà trên đường Trần Phú (TP Vinh), cứu thành công người đàn ông nằm kẹt ở đây.",Thời sự,"Thứ sáu, 28/8/2020, 10:59 (GMT+7)",https://vnexpress.net/canh-sat-khoan-tuong-cuu-nguoi-mac-ket-4153567.html
354,Tây Ninh có tân Chủ tịch tỉnh,"Ông Nguyễn Thanh Ngọc, 51 tuổi, Phó bí thư Tỉnh ủy được bầu làm Chủ tịch UBND tỉnh Tây Ninh.",Chính trị,"Thứ sáu, 28/8/2020, 10:42 (GMT+7)",https://vnexpress.net/tay-ninh-co-tan-chu-tich-tinh-4153558.html
355,Hà Nội thông xe cầu vượt hơn 500 tỷ đồng,Cầu vượt 4 làn xe tại nút giao Nguyễn Văn Huyên - Hoàng Quốc Việt khánh thành sau gần 10 tháng thi công.,Giao thông,"Thứ sáu, 28/8/2020, 09:55 (GMT+7)",https://vnexpress.net/ha-noi-thong-xe-cau-vuot-hon-500-ty-dong-4153497.html
356,Cây xanh trên đường phố chết bất thường,Hải Phòng4 cây xanh gần 20 năm tuổi trên đường Lê Hồng Phong bị khoan lỗ ở gốc và nghi đổ hóa chất vào các lỗ này khiến cây chết trong thời gian ngắn.,Thời sự,"Thứ sáu, 28/8/2020, 08:12 (GMT+7)",https://vnexpress.net/cay-xanh-tren-duong-pho-chet-bat-thuong-4153458.html
357,Quảng Nam hết cách ly xã hội,"Từ 6h ngày 28/8, huyện Duy Xuyên, thị xã Điện Bàn và thành phố Hội An hết cách ly xã hội sau gần một tháng.",Thời sự,"Thứ năm, 27/8/2020, 21:42 (GMT+7)",https://vnexpress.net/quang-nam-het-cach-ly-xa-hoi-4153350.html
358,Di dời đạn pháo gần 900 kg,"Quảng TrịQuả đạn pháo gần 900 kg ở thôn Cổ Mỹ được Đội rà phá lưu động MAG xử lý an toàn, đưa về bãi chờ huỷ nổ, sáng 27/8.",Thời sự,"Thứ năm, 27/8/2020, 21:04 (GMT+7)",https://vnexpress.net/di-doi-dan-phao-gan-900-kg-4153352.html
359,Đề xuất cần kịch bản sống chung an toàn với Covid-19,Thứ trưởng Bộ Công an Nguyễn Văn Sơn đề xuất cần chỉ thị mới để vừa phát triển kinh tế vừa chống dịch và Thủ tướng đã giao Bộ Y tế trình phương án.,Thời sự,"Thứ năm, 27/8/2020, 20:30 (GMT+7)",https://vnexpress.net/de-xuat-can-kich-ban-song-chung-an-toan-voi-covid-19-4153285.html
360,Tháo dỡ trạm dừng chân trên đèo Đại Ninh,"Bình ThuậnTrạm dừng chân Panorama xây dựng trái phép trên đèo Đại Ninh, xã Phan Sơn, huyện Bắc Bình bị cưỡng chế tháo dỡ, ngày 27/8.",Thời sự,"Thứ năm, 27/8/2020, 17:25 (GMT+7)",https://vnexpress.net/thao-do-tram-dung-chan-tren-deo-dai-ninh-4153260.html
361,Quảng Trị dỡ bỏ thêm ba khu phong toả,"Hai khu dân cư xóm Bàu, thôn Đơn Duệ cùng Trung tâm y tế huyện Vĩnh Linh (Quảng Trị) được dỡ phong toả từ 14h chiều 27/8.",Thời sự,"Thứ năm, 27/8/2020, 16:15 (GMT+7)",https://vnexpress.net/quang-tri-do-bo-them-ba-khu-phong-toa-4153197.html
362,Nhân viên phòng đăng ký đất đai lấy sổ đỏ của dân để 'cho mượn',"Đà NẵngĐược giao xử lý hồ sơ tại Văn phòng đăng ký đất đai, bà Dương Thị Ngọc Anh đã lấy 19 sổ đỏ cho người quen mượn.",Thời sự,"Thứ năm, 27/8/2020, 16:09 (GMT+7)",https://vnexpress.net/nhan-vien-phong-dang-ky-dat-dai-lay-so-do-cua-dan-de-cho-muon-4153009.html
363,"Nguy cơ vỡ đê, Cà Mau ban bố tình huống khẩn cấp","Hơn 3 km đê biển Tây bị sóng biển tàn phá có nguy cơ gây vỡ, Chủ tịch UBND tỉnh Cà Mau đã ban bố tình huống khẩn cấp để tập trung ứng phó, ngày 27/8.",Thời sự,"Thứ năm, 27/8/2020, 15:19 (GMT+7)",https://vnexpress.net/nguy-co-vo-de-ca-mau-ban-bo-tinh-huong-khan-cap-4153160.html
364,Đường sắt chạy lại nhiều tàu dịp lễ 2/9,"TP HCMNăm đôi tàu khách Sài Gòn đi Nha Trang, Quy Nhơn, Phan Thiết và Hà Nội đi Vinh được chạy lại để chở khách tăng trong dịp lễ Quốc khánh 2/9.",Giao thông,"Thứ năm, 27/8/2020, 14:19 (GMT+7)",https://vnexpress.net/duong-sat-chay-lai-nhieu-tau-dip-le-2-9-4153066.html
365,Kho hàng gia dụng hơn 4.000 m2 sập đổ sau vụ cháy,"TP HCMHai dãy nhà rộng hơn 4.000 m2 chứa các đồ gia dụng trong Khu công nghiệp Tân Tạo, quận Bình Tân đã bị thiêu rụi, sập đổ sau vụ hỏa hoạn hơn 3 giờ.",Thời sự,"Thứ năm, 27/8/2020, 13:48 (GMT+7)",https://vnexpress.net/kho-hang-gia-dung-hon-4-000-m2-sap-do-sau-vu-chay-4153061.html
366,Phú Yên có tân Bí thư Tỉnh ủy,"Ông Phạm Đại Dương, 46 tuổi, đang giữ chức Chủ tịch UBND Phú Yên được bầu làm Bí thư Tỉnh ủy.",Thời sự,"Thứ năm, 27/8/2020, 13:08 (GMT+7)",https://vnexpress.net/phu-yen-co-tan-bi-thu-tinh-uy-4153106.html
367,Tặng gạo tận nhà cho người nghèo,"Đà NẵngMột nhóm tình nguyện mang đồ bảo hộ, cần thận sát khuẩn tay trước khi trao tặng mỗi hộ nghèo 10 kg gạo và 300.000 đồng.",Thời sự,"Thứ năm, 27/8/2020, 12:05 (GMT+7)",https://vnexpress.net/tang-gao-tan-nha-cho-nguoi-ngheo-4152840.html
368,Đống rác đang cháy phát nổ khiến người phụ nữ tử vong,"Quảng NamNgười phụ nữ đi xe máy trên đường ĐT 608 từ thị xã Điện Bàn đến TP Hội An, bất ngờ đống rác đang cháy bên đường phát nổ khiến chị ngã xuống tử vong.",Thời sự,"Thứ năm, 27/8/2020, 11:56 (GMT+7)",https://vnexpress.net/dong-rac-dang-chay-phat-no-khien-nguoi-phu-nu-tu-vong-4153030.html
369,Ông Diệp Dũng xin từ chức Chủ tịch HĐQT Saigon Co.op,"TP HCMÔng Diệp Dũng gửi đơn đến Thường trực Thành ủy xin từ nhiệm chức Chủ tịch HĐQT Saigon Co.op vì ""chưa hoàn thành nhiệm vụ cấp trên giao"".",Thời sự,"Thứ năm, 27/8/2020, 10:21 (GMT+7)",https://vnexpress.net/ong-diep-dung-xin-tu-chuc-chu-tich-hdqt-saigon-co-op-4152940.html
370,Ông Trần Sỹ Thanh làm Bí thư Đảng ủy Văn phòng Quốc hội,"Ông Trần Sỹ Thanh được Ban chấp hành Đảng bộ cơ quan Văn phòng Quốc hội bầu làm Bí thư Đảng ủy, nhiệm kỳ 2020-2025.",Chính trị,"Thứ năm, 27/8/2020, 00:00 (GMT+7)",https://vnexpress.net/ong-tran-sy-thanh-lam-bi-thu-dang-uy-van-phong-quoc-hoi-4152790.html
371,Tuyên Quang có tân Chủ tịch tỉnh,"Ông Nguyễn Văn Sơn, Phó bí thư Tỉnh ủy, Chủ tịch HĐND tỉnh Tuyên Quang được bầu làm Chủ tịch UBND tỉnh, nhiệm kỳ 2016 - 2021.",Chính trị,"Thứ năm, 27/8/2020, 00:00 (GMT+7)",https://vnexpress.net/tuyen-quang-co-tan-chu-tich-tinh-4152807.html
372,'Giãn cách là phương pháp chống dịch hữu hiệu nhất hiện nay',"Giám đốc Sở Y tế Đà Nẵng nói giãn cách là phương pháp chống dịch ""tuy chưa đến mức cách ly xã hội nhưng rất hiệu quả"".",Thời sự,"Thứ năm, 27/8/2020, 00:00 (GMT+7)",https://vnexpress.net/gian-cach-la-phuong-phap-chong-dich-huu-hieu-nhat-hien-nay-4152270.html
373,'Đưa tư duy đổi mới vào hoạt động quốc phòng',"Bộ Tổng Tham mưu luôn đưa tư duy đổi mới của Đảng về chiến tranh nhân dân, quốc phòng toàn dân vào mọi hoạt động quân sự, quốc phòng, theo đại tướng Phạm Văn Trà.",Chính trị,"Thứ tư, 26/8/2020, 20:57 (GMT+7)",https://vnexpress.net/dua-tu-duy-doi-moi-vao-hoat-dong-quoc-phong-4152647.html
374,Cháy trong Khu công nghiệp Tân Tạo,"TP HCMBiển lửa bao trùm hai nhà kho chứa thiết bị gia dụng rộng hơn 7.000 m2 trong Khu công nghiệp Tân Tạo, quận Bình Tân, tối 26/8.",Thời sự,"Thứ tư, 26/8/2020, 20:37 (GMT+7)",https://vnexpress.net/chay-trong-khu-cong-nghiep-tan-tao-4152782.html
375,Cục CSGT: 'Bằng lái xe sẽ được giữ nguyên thời hạn 10 năm',"Thay vì đề xuất giảm thời hạn bằng lái xe từ 10 năm xuống 5 năm, Bộ Công an sẽ phối hợp với các bộ ngành quản lý tài xế bằng công nghệ.",Thời sự,"Thứ tư, 26/8/2020, 18:38 (GMT+7)",https://vnexpress.net/cuc-csgt-bang-lai-xe-se-duoc-giu-nguyen-thoi-han-10-nam-4152623.html
376,Du học sinh mắc Covid-19 ở Hà Nam tiếp xúc với nhiều người,"Trước khi sang Hàn Quốc, nam sinh viên 24 tuổi, ở xã Nhật Tân, huyện Kim Bảng (Hà Nam) tổ chức liên hoan với 60 người.",Thời sự,"Thứ tư, 26/8/2020, 16:39 (GMT+7)",https://vnexpress.net/du-hoc-sinh-mac-covid-19-o-ha-nam-tiep-xuc-voi-nhieu-nguoi-4152546.html
377,Kiểm tra việc cả trăm hộ dân phản ánh số điện tăng bất thường,"Quảng Ninh116 hộ dân được xem xét việc số điện tăng bất thường và ""đa số đồng ý với kết quả kiểm tra"", theo điện lực Vân Đồn.",Thời sự,"Thứ tư, 26/8/2020, 15:42 (GMT+7)",https://vnexpress.net/kiem-tra-viec-ca-tram-ho-dan-phan-anh-so-dien-tang-bat-thuong-4152553.html
378,Chi 17 triệu đồng để xuất cảnh trái phép sang Thái Lan,Quảng TrịNhóm 13 người ở Thanh Hoá và Hà Tĩnh đồng ý trả 17 triệu đồng mỗi người để xuất cảnh sang Lào rồi qua Thái Lan tìm việc làm.,Thời sự,"Thứ tư, 26/8/2020, 15:15 (GMT+7)",https://vnexpress.net/chi-17-trieu-dong-de-xuat-canh-trai-phep-sang-thai-lan-4152583.html
379,Xe buýt TP HCM - Đồng Nai hoạt động lại,"Xe buýt số 5, 601, 602, 603 và 604 kết nối TP HCM với Đồng Nai hoạt động lại từ ngày 26/8 sau hơn 20 ngày ngưng để phòng chống Covid-19.",Giao thông,"Thứ tư, 26/8/2020, 14:27 (GMT+7)",https://vnexpress.net/xe-buyt-tp-hcm-dong-nai-hoat-dong-lai-4152591.html
380,Hải Phòng tìm người tiếp xúc với ca nhiễm nCoV từng ở Đồ Sơn,"Sở Y tế Hải Phòng thông báo tìm những người liên quan đến ca nhiễm nCoV là du học sinh tại Hàn Quốc, cư trú ở Đồ Sơn.",Thời sự,"Thứ tư, 26/8/2020, 14:15 (GMT+7)",https://vnexpress.net/hai-phong-tim-nguoi-tiep-xuc-voi-ca-nhiem-ncov-tung-o-do-son-4152535.html
381,Xác minh thông tin đại biểu Phạm Phú Quốc có hai quốc tịch,Ban công tác đại biểu thuộc Thường vụ Quốc hội chưa nhận được báo cáo về việc ông Phạm Phú Quốc có hai quốc tịch và đang làm rõ thông tin này.,Chính trị,"Thứ tư, 26/8/2020, 11:46 (GMT+7)",https://vnexpress.net/xac-minh-thong-tin-dai-bieu-pham-phu-quoc-co-hai-quoc-tich-4152283.html
382,Vay một tỷ USD làm tuyến Metro Số 2,"TP HCMChính phủ đề nghị Ngân hàng Phát triển châu Á (ADB) cấp khoản vay mới khoảng một tỷ USD, đảm bảo vốn cho Metro Số 2, dự kiến phê duyệt năm 2021.",Giao thông,"Thứ tư, 26/8/2020, 11:06 (GMT+7)",https://vnexpress.net/vay-mot-ty-usd-lam-tuyen-metro-so-2-4152276.html
383,Hành trình gia đình 5 người mắc Covid-19 ở Đà Nẵng,5 ca nhiễm nCoV mới được công bố ở Đà Nẵng đều là người nhà của một bệnh nhân chuyên bán cà phê dạo.,Thời sự,"Thứ tư, 26/8/2020, 10:02 (GMT+7)",https://vnexpress.net/hanh-trinh-gia-dinh-5-nguoi-mac-covid-19-o-da-nang-4152267.html
384,Tháo dỡ đập tạm gây ngập úng vườn cây,"Bến TreĐơn vị thi công khi tháo dỡ đập tạm ngăn mặn đã gây sạt lở, nước tràn vào làm ngập úng 40 ha sầu riêng, bưởi của người dân.",Mekong,"Thứ tư, 26/8/2020, 06:27 (GMT+7)",https://vnexpress.net/thao-do-dap-tam-gay-ngap-ung-vuon-cay-4151925.html
385,Hải Dương cấm bán thực phẩm chế biến sẵn ở chợ,"Thành phố Hải Dương đóng cửa các hàng ăn uống, bán thực phẩm chế biến sẵn tại chợ, khuyến cáo người dân không tập thể dục nơi công cộng, nhằm ngăn dịch bệnh lây lan.",Thời sự,"Thứ tư, 26/8/2020, 00:21 (GMT+7)",https://vnexpress.net/hai-duong-cam-ban-thuc-pham-che-bien-san-o-cho-4152250.html
386,Hội nghề cá phản đối Indonesia bắt giữ ngư dân Việt Nam,"Hội nghề cá Việt Nam phản đối hành động bắt giữ trái phép ngư dân Khánh Hòa của Indonesia, yêu cầu trả tài sản và ngư dân trở về.",Thời sự,"Thứ ba, 25/8/2020, 22:04 (GMT+7)",https://vnexpress.net/hoi-nghe-ca-phan-doi-indonesia-bat-giu-ngu-dan-viet-nam-4152234.html
387,Hố sụt trong vườn nhà dân,"Quảng TrịNhà ông Nguyễn Hy, 61 tuổi, ở huyện Triệu Phong, xuất hiện 16 hố sụt trên diện tích 300 m2, sâu 50-70 cm.",Thời sự,"Thứ ba, 25/8/2020, 21:18 (GMT+7)",https://vnexpress.net/ho-sut-trong-vuon-nha-dan-4152198.html
388,Quảng Trị dỡ phong toả hai khu dân cư,"Hai khu dân cư với 27 hộ, hơn 100 người dân, là địa bàn cư trú của “bệnh nhân 750” và ""bệnh nhân 833"" được dỡ phong toả từ 19h ngày 25/8.",Thời sự,"Thứ ba, 25/8/2020, 20:43 (GMT+7)",https://vnexpress.net/quang-tri-do-phong-toa-hai-khu-dan-cu-4152222.html
389,Bệnh viện Đà Nẵng hết phong tỏa,"Sau 30 ngày phải cách ly vì ghi nhận nhiều ca mắc Covid-19, Bệnh viện Đà Nẵng được gỡ lệnh phong toả lúc 16h chiều 25/8.",Thời sự,"Thứ ba, 25/8/2020, 18:04 (GMT+7)",https://vnexpress.net/benh-vien-da-nang-het-phong-toa-4152172.html
